Country.Name,Country.Code,Year,GNI.caput
Costa Rica,CRI,1981,1440
Cote d'Ivoire,CIV,1981,1100
Croatia,HRV,1981,NA
Cuba,CUB,1981,2430
Cyprus,CYP,1981,4070
Czech Republic,CZE,1981,NA
Denmark,DNK,1981,14330
Dominican Republic,DOM,1981,1230
Ecuador,ECU,1981,2500
"Egypt, Arab Rep.",EGY,1981,510
El Salvador,SLV,1981,720
Estonia,EST,1981,NA
Ethiopia,ETH,1981,NA
Finland,FIN,1981,11980
"Gambia, The",GMB,1981,410
Gabon,GAB,1981,5290
Georgia,GEO,1981,NA
Ghana,GHA,1981,420
Greece,GRC,1981,6360
Guatemala,GTM,1981,1230
Guinea,GIN,1981,NA
Guinea-Bissau,GNB,1981,180
Guyana,GUY,1981,740
Haiti,HTI,1981,NA
Honduras,HND,1981,740
Hungary,HUN,1981,NA
Iceland,ISL,1981,16160
Jamaica,JAM,1981,1310
Jordan,JOR,1981,2110
Kazakhstan,KAZ,1981,NA
Kenya,KEN,1981,450
Kyrgyz Republic,KGZ,1981,NA
Lao PDR,LAO,1981,NA
Latvia,LVA,1981,NA
Lebanon,LBN,1981,NA
Lesotho,LSO,1981,530
Liberia,LBR,1981,500
Libya,LBY,1981,NA
Lithuania,LTU,1981,NA
Luxembourg,LUX,1981,13000
"Macedonia, FYR",MKD,1981,NA
Malawi,MWI,1981,190
Malaysia,MYS,1981,1960
Mali,MLI,1981,250
Malta,MLT,1981,4670
Mauritania,MRT,1981,480
Moldova,MDA,1981,NA
Mongolia,MNG,1981,NA
Montenegro,MNE,1981,NA
Morocco,MAR,1981,940
Mozambique,MOZ,1981,NA
Myanmar,MMR,1981,NA
Namibia,NAM,1981,NA
Nepal,NPL,1981,160
New Zealand,NZL,1981,8240
Nicaragua,NIC,1981,660
Niger,NER,1981,410
Nigeria,NGA,1981,760
Norway,NOR,1981,16420
Pakistan,PAK,1981,380
Panama,PAN,1981,1840
Paraguay,PRY,1981,NA
Peru,PER,1981,1200
Philippines,PHL,1981,750
Poland,POL,1981,NA
Portugal,PRT,1981,3430
Romania,ROM,1981,NA
Rwanda,RWA,1981,280
Senegal,SEN,1981,640
Serbia,SRB,1981,NA
Sierra Leone,SLE,1981,380
Slovak Republic,SVK,1981,NA
Slovenia,SVN,1981,NA
Sri Lanka,LKA,1981,310
South Africa,ZAF,1981,2940
Sudan,SDN,1981,490
Suriname,SUR,1981,2510
Swaziland,SWZ,1981,NA
Sweden,SWE,1981,17530
Tajikistan,TJK,1981,NA
Tanzania,TZA,1981,NA
Thailand,THA,1981,760
Togo,TGO,1981,390
Tunisia,TUN,1981,1420
Turkmenistan,TKM,1981,NA
Uganda,UGA,1981,NA
Ukraine,UKR,1981,NA
United Arab Emirates,ARE,1981,NA
Uruguay,URY,1981,3650
Uzbekistan,UZB,1981,NA
"Venezuela, RB",VEN,1981,4700
Vietnam,VNM,1981,NA
"Yemen, Rep.",YEM,1981,NA
Zambia,ZMB,1981,710
Zimbabwe,ZWE,1981,1080
Argentina,ARG,1982,2570
Australia,AUS,1982,12080
Brazil,BRA,1982,2000
China,CHN,1982,220
France,FRA,1982,12070
Germany,DEU,1982,11140
India,IND,1982,290
Indonesia,IDN,1982,600
Italy,ITA,1982,8190
Japan,JPN,1982,10380
"Korea, Rep.",KOR,1982,2080
Mexico,MEX,1982,2730
Netherlands,NLD,1982,12240
Russian Federation,RUS,1982,NA
Saudi Arabia,SAU,1982,15480
Spain,ESP,1982,5690
Switzerland,CHE,1982,19100
Turkey,TUR,1982,1570
United Kingdom,GBR,1982,9870
United States,USA,1982,14230
Afghanistan,AFG,1982,NA
Algeria,DZA,1982,2260
Albania,ALB,1982,NA
Angola,AGO,1982,NA
Armenia,ARM,1982,NA
Austria,AUT,1982,10350
Azerbaijan,AZE,1982,NA
Bangladesh,BGD,1982,240
Belarus,BLR,1982,NA
Belgium,BEL,1982,11220
Belize,BLZ,1982,1270
Benin,BEN,1982,360
Bolivia,BOL,1982,900
Bosnia and Herzegovina,BIH,1982,NA
Botswana,BWA,1982,1160
Bulgaria,BGR,1982,2390
Burkina Faso,BFA,1982,280
Cambodia,KHM,1982,NA
Cameroon,CMR,1982,820
Canada,CAN,1982,11820
Central African Republic,CAF,1982,330
Chad,TCD,1982,210
Chile,CHL,1982,2190
Colombia,COL,1982,1320
"Congo, Rep.",COG,1982,1210
Costa Rica,CRI,1982,1030
Cote d'Ivoire,CIV,1982,930
Croatia,HRV,1982,NA
Cuba,CUB,1982,2340
Cyprus,CYP,1982,4510
Czech Republic,CZE,1982,NA
Denmark,DNK,1982,12980
Dominican Republic,DOM,1982,1240
Ecuador,ECU,1982,2450
"Egypt, Arab Rep.",EGY,1982,530
El Salvador,SLV,1982,670
Estonia,EST,1982,NA
Ethiopia,ETH,1982,NA
Finland,FIN,1982,11700
"Gambia, The",GMB,1982,350
Gabon,GAB,1982,4840
Georgia,GEO,1982,NA
Ghana,GHA,1982,360
Greece,GRC,1982,5900
Guatemala,GTM,1982,1150
Guinea,GIN,1982,NA
Guinea-Bissau,GNB,1982,190
Guyana,GUY,1982,590
Haiti,HTI,1982,NA
Honduras,HND,1982,700
Hungary,HUN,1982,NA
Iceland,ISL,1982,15020
Jamaica,JAM,1982,1360
Jordan,JOR,1982,2080
Kazakhstan,KAZ,1982,NA
Kenya,KEN,1982,400
Kyrgyz Republic,KGZ,1982,NA
Lao PDR,LAO,1982,NA
Latvia,LVA,1982,NA
Lebanon,LBN,1982,NA
Lesotho,LSO,1982,620
Liberia,LBR,1982,440
Libya,LBY,1982,NA
Lithuania,LTU,1982,NA
Luxembourg,LUX,1982,12540
"Macedonia, FYR",MKD,1982,NA
Malawi,MWI,1982,180
Malaysia,MYS,1982,1890
Mali,MLI,1982,210
Malta,MLT,1982,4550
Mauritania,MRT,1982,440
Moldova,MDA,1982,NA
Mongolia,MNG,1982,NA
Montenegro,MNE,1982,NA
Morocco,MAR,1982,920
Mozambique,MOZ,1982,280
Myanmar,MMR,1982,NA
Namibia,NAM,1982,2080
Nepal,NPL,1982,160
New Zealand,NZL,1982,7860
Nicaragua,NIC,1982,680
Niger,NER,1982,360
Nigeria,NGA,1982,730
Norway,NOR,1982,15750
Pakistan,PAK,1982,390
Panama,PAN,1982,2120
Paraguay,PRY,1982,NA
Peru,PER,1982,1170
Philippines,PHL,1982,740
Poland,POL,1982,NA
Portugal,PRT,1982,3230
Romania,ROM,1982,NA
Rwanda,RWA,1982,270
Senegal,SEN,1982,590
Serbia,SRB,1982,NA
Sierra Leone,SLE,1982,370
Slovak Republic,SVK,1982,NA
Slovenia,SVN,1982,NA
Sri Lanka,LKA,1982,320
South Africa,ZAF,1982,2890
Sudan,SDN,1982,470
Suriname,SUR,1982,2450
Swaziland,SWZ,1982,NA
Sweden,SWE,1982,15760
Tajikistan,TJK,1982,NA
Tanzania,TZA,1982,NA
Thailand,THA,1982,760
Togo,TGO,1982,320
Tunisia,TUN,1982,1280
Turkmenistan,TKM,1982,NA
Uganda,UGA,1982,NA
Ukraine,UKR,1982,NA
United Arab Emirates,ARE,1982,NA
Uruguay,URY,1982,3290
Uzbekistan,UZB,1982,NA
"Venezuela, RB",VEN,1982,4620
Vietnam,VNM,1982,NA
"Yemen, Rep.",YEM,1982,NA
Zambia,ZMB,1982,620
Zimbabwe,ZWE,1982,1060
Argentina,ARG,1983,2800
Australia,AUS,1983,11590
Brazil,BRA,1983,1710
China,CHN,1983,220
France,FRA,1983,10470
Germany,DEU,1983,10030
India,IND,1983,290
Indonesia,IDN,1983,580
Italy,ITA,1983,7610
Japan,JPN,1983,10060
"Korea, Rep.",KOR,1983,2200
Mexico,MEX,1983,2190
Netherlands,NLD,1983,10970
Russian Federation,RUS,1983,NA
Saudi Arabia,SAU,1983,12780
Spain,ESP,1983,4870
Switzerland,CHE,1983,17730
Turkey,TUR,1983,1400
United Kingdom,GBR,1983,9130
United States,USA,1983,14590
Afghanistan,AFG,1983,NA
Algeria,DZA,1983,2180
Albania,ALB,1983,NA
Angola,AGO,1983,NA
Armenia,ARM,1983,NA
Austria,AUT,1983,9570
Azerbaijan,AZE,1983,NA
Bangladesh,BGD,1983,220
Belarus,BLR,1983,NA
Belgium,BEL,1983,9460
Belize,BLZ,1983,1130
Benin,BEN,1983,290
Bolivia,BOL,1983,900
Bosnia and Herzegovina,BIH,1983,NA
Botswana,BWA,1983,1050
Bulgaria,BGR,1983,2130
Burkina Faso,BFA,1983,240
Cambodia,KHM,1983,NA
Cameroon,CMR,1983,760
Canada,CAN,1983,12090
Central African Republic,CAF,1983,260
Chad,TCD,1983,190
Chile,CHL,1983,1780
Colombia,COL,1983,1270
"Congo, Rep.",COG,1983,1070
Costa Rica,CRI,1983,1040
Cote d'Ivoire,CIV,1983,700
Croatia,HRV,1983,NA
Cuba,CUB,1983,2180
Cyprus,CYP,1983,4220
Czech Republic,CZE,1983,NA
Denmark,DNK,1983,11800
Dominican Republic,DOM,1983,1250
Ecuador,ECU,1983,2160
"Egypt, Arab Rep.",EGY,1983,530
El Salvador,SLV,1983,660
Estonia,EST,1983,NA
Ethiopia,ETH,1983,210
Finland,FIN,1983,10840
"Gambia, The",GMB,1983,320
Gabon,GAB,1983,4260
Georgia,GEO,1983,NA
Ghana,GHA,1983,320
Greece,GRC,1983,5270
Guatemala,GTM,1983,1100
Guinea,GIN,1983,NA
Guinea-Bissau,GNB,1983,180
Guyana,GUY,1983,520
Haiti,HTI,1983,NA
Honduras,HND,1983,680
Hungary,HUN,1983,NA
Iceland,ISL,1983,12510
Jamaica,JAM,1983,1350
Jordan,JOR,1983,1960
Kazakhstan,KAZ,1983,NA
Kenya,KEN,1983,340
Kyrgyz Republic,KGZ,1983,NA
Lao PDR,LAO,1983,NA
Latvia,LVA,1983,NA
Lebanon,LBN,1983,NA
Lesotho,LSO,1983,550
Liberia,LBR,1983,360
Libya,LBY,1983,NA
Lithuania,LTU,1983,NA
Luxembourg,LUX,1983,11320
"Macedonia, FYR",MKD,1983,NA
Malawi,MWI,1983,170
Malaysia,MYS,1983,1820
Mali,MLI,1983,190
Malta,MLT,1983,3940
Mauritania,MRT,1983,420
Moldova,MDA,1983,NA
Mongolia,MNG,1983,1440
Montenegro,MNE,1983,NA
Morocco,MAR,1983,760
Mozambique,MOZ,1983,230
Myanmar,MMR,1983,NA
Namibia,NAM,1983,1920
Nepal,NPL,1983,150
New Zealand,NZL,1983,7370
Nicaragua,NIC,1983,690
Niger,NER,1983,290
Nigeria,NGA,1983,550
Norway,NOR,1983,14940
Pakistan,PAK,1983,380
Panama,PAN,1983,2060
Paraguay,PRY,1983,NA
Peru,PER,1983,960
Philippines,PHL,1983,670
Poland,POL,1983,NA
Portugal,PRT,1983,2830
Romania,ROM,1983,NA
Rwanda,RWA,1983,260
Senegal,SEN,1983,470
Serbia,SRB,1983,NA
Sierra Leone,SLE,1983,320
Slovak Republic,SVK,1983,NA
Slovenia,SVN,1983,NA
Sri Lanka,LKA,1983,320
South Africa,ZAF,1983,2650
Sudan,SDN,1983,430
Suriname,SUR,1983,2300
Swaziland,SWZ,1983,NA
Sweden,SWE,1983,13550
Tajikistan,TJK,1983,NA
Tanzania,TZA,1983,NA
Thailand,THA,1983,760
Togo,TGO,1983,250
Tunisia,TUN,1983,1180
Turkmenistan,TKM,1983,NA
Uganda,UGA,1983,NA
Ukraine,UKR,1983,NA
United Arab Emirates,ARE,1983,NA
Uruguay,URY,1983,2190
Uzbekistan,UZB,1983,NA
"Venezuela, RB",VEN,1983,4350
Vietnam,VNM,1983,NA
"Yemen, Rep.",YEM,1983,NA
Zambia,ZMB,1983,520
Zimbabwe,ZWE,1983,970
Argentina,ARG,1984,2820
Australia,AUS,1984,12030
Brazil,BRA,1984,1620
China,CHN,1984,250
France,FRA,1984,9840
Germany,DEU,1984,9890
India,IND,1984,290
Indonesia,IDN,1984,560
Italy,ITA,1984,7740
Japan,JPN,1984,10310
"Korea, Rep.",KOR,1984,2360
Mexico,MEX,1984,2030
Netherlands,NLD,1984,10630
Russian Federation,RUS,1984,NA
Saudi Arabia,SAU,1984,10730
Spain,ESP,1984,4590
Switzerland,CHE,1984,17960
Turkey,TUR,1984,1310
United Kingdom,GBR,1984,8580
United States,USA,1984,16230
Afghanistan,AFG,1984,NA
Algeria,DZA,1984,2240
Albania,ALB,1984,NA
Angola,AGO,1984,NA
Armenia,ARM,1984,NA
Austria,AUT,1984,9240
Azerbaijan,AZE,1984,NA
Bangladesh,BGD,1984,210
Belarus,BLR,1984,NA
Belgium,BEL,1984,8890
Belize,BLZ,1984,1130
Benin,BEN,1984,270
Bolivia,BOL,1984,870
Bosnia and Herzegovina,BIH,1984,NA
Botswana,BWA,1984,980
Bulgaria,BGR,1984,2040
Burkina Faso,BFA,1984,210
Cambodia,KHM,1984,NA
Cameroon,CMR,1984,760
Canada,CAN,1984,13000
Central African Republic,CAF,1984,270
Chad,TCD,1984,180
Chile,CHL,1984,1600
Colombia,COL,1984,1270
"Congo, Rep.",COG,1984,1050
Costa Rica,CRI,1984,1300
Cote d'Ivoire,CIV,1984,640
Croatia,HRV,1984,NA
Cuba,CUB,1984,2310
Cyprus,CYP,1984,4360
Czech Republic,CZE,1984,NA
Denmark,DNK,1984,11610
Dominican Republic,DOM,1984,1350
Ecuador,ECU,1984,1940
"Egypt, Arab Rep.",EGY,1984,560
El Salvador,SLV,1984,690
Estonia,EST,1984,NA
Ethiopia,ETH,1984,200
Finland,FIN,1984,10790
"Gambia, The",GMB,1984,300
Gabon,GAB,1984,4310
Georgia,GEO,1984,NA
Ghana,GHA,1984,340
Greece,GRC,1984,5130
Guatemala,GTM,1984,1120
Guinea,GIN,1984,NA
Guinea-Bissau,GNB,1984,180
Guyana,GUY,1984,480
Haiti,HTI,1984,NA
Honduras,HND,1984,720
Hungary,HUN,1984,NA
Iceland,ISL,1984,11830
Jamaica,JAM,1984,1140
Jordan,JOR,1984,1970
Kazakhstan,KAZ,1984,NA
Kenya,KEN,1984,320
Kyrgyz Republic,KGZ,1984,NA
Lao PDR,LAO,1984,NA
Latvia,LVA,1984,NA
Lebanon,LBN,1984,NA
Lesotho,LSO,1984,490
Liberia,LBR,1984,360
Libya,LBY,1984,NA
Lithuania,LTU,1984,NA
Luxembourg,LUX,1984,10970
"Macedonia, FYR",MKD,1984,NA
Malawi,MWI,1984,170
Malaysia,MYS,1984,1970
Mali,MLI,1984,180
Malta,MLT,1984,3830
Mauritania,MRT,1984,400
Moldova,MDA,1984,NA
Mongolia,MNG,1984,1320
Montenegro,MNE,1984,NA
Morocco,MAR,1984,700
Mozambique,MOZ,1984,230
Myanmar,MMR,1984,NA
Namibia,NAM,1984,1750
Nepal,NPL,1984,160
New Zealand,NZL,1984,7010
Nicaragua,NIC,1984,710
Niger,NER,1984,220
Nigeria,NGA,1984,420
Norway,NOR,1984,15150
Pakistan,PAK,1984,370
Panama,PAN,1984,2070
Paraguay,PRY,1984,NA
Peru,PER,1984,930
Philippines,PHL,1984,570
Poland,POL,1984,NA
Portugal,PRT,1984,2520
Romania,ROM,1984,NA
Rwanda,RWA,1984,250
Senegal,SEN,1984,430
Serbia,SRB,1984,NA
Sierra Leone,SLE,1984,310
Slovak Republic,SVK,1984,NA
Slovenia,SVN,1984,NA
Sri Lanka,LKA,1984,340
South Africa,ZAF,1984,2660
Sudan,SDN,1984,390
Suriname,SUR,1984,2260
Swaziland,SWZ,1984,NA
Sweden,SWE,1984,13020
Tajikistan,TJK,1984,NA
Tanzania,TZA,1984,NA
Thailand,THA,1984,790
Togo,TGO,1984,230
Tunisia,TUN,1984,1180
Turkmenistan,TKM,1984,NA
Uganda,UGA,1984,180
Ukraine,UKR,1984,NA
United Arab Emirates,ARE,1984,NA
Uruguay,URY,1984,1740
Uzbekistan,UZB,1984,NA
"Venezuela, RB",VEN,1984,3860
Vietnam,VNM,1984,NA
"Yemen, Rep.",YEM,1984,NA
Zambia,ZMB,1984,430
Zimbabwe,ZWE,1984,840
Argentina,ARG,1985,2650
Australia,AUS,1985,12020
Brazil,BRA,1985,1570
China,CHN,1985,290
France,FRA,1985,9790
Germany,DEU,1985,9850
India,IND,1985,300
Indonesia,IDN,1985,530
Italy,ITA,1985,8010
Japan,JPN,1985,11360
"Korea, Rep.",KOR,1985,2510
Mexico,MEX,1985,2110
Netherlands,NLD,1985,10240
Russian Federation,RUS,1985,NA
Saudi Arabia,SAU,1985,9220
Spain,ESP,1985,4570
Switzerland,CHE,1985,18060
Turkey,TUR,1985,1310
United Kingdom,GBR,1985,8450
United States,USA,1985,17510
Afghanistan,AFG,1985,NA
Algeria,DZA,1985,2360
Albania,ALB,1985,NA
Angola,AGO,1985,NA
Armenia,ARM,1985,NA
Austria,AUT,1985,9330
Azerbaijan,AZE,1985,NA
Bangladesh,BGD,1985,220
Belarus,BLR,1985,NA
Belgium,BEL,1985,8850
Belize,BLZ,1985,1180
Benin,BEN,1985,260
Bolivia,BOL,1985,850
Bosnia and Herzegovina,BIH,1985,NA
Botswana,BWA,1985,970
Bulgaria,BGR,1985,1970
Burkina Faso,BFA,1985,210
Cambodia,KHM,1985,NA
Cameroon,CMR,1985,780
Canada,CAN,1985,13760
Central African Republic,CAF,1985,280
Chad,TCD,1985,210
Chile,CHL,1985,1410
Colombia,COL,1985,1210
"Congo, Rep.",COG,1985,980
Costa Rica,CRI,1985,1580
Cote d'Ivoire,CIV,1985,620
Croatia,HRV,1985,NA
Cuba,CUB,1985,2310
Cyprus,CYP,1985,4480
Czech Republic,CZE,1985,NA
Denmark,DNK,1985,11940
Dominican Republic,DOM,1985,1040
Ecuador,ECU,1985,1840
"Egypt, Arab Rep.",EGY,1985,590
El Salvador,SLV,1985,710
Estonia,EST,1985,NA
Ethiopia,ETH,1985,190
Finland,FIN,1985,11130
"Gambia, The",GMB,1985,310
Gabon,GAB,1985,3870
Georgia,GEO,1985,NA
Ghana,GHA,1985,350
Greece,GRC,1985,5010
Guatemala,GTM,1985,1160
Guinea,GIN,1985,NA
Guinea-Bissau,GNB,1985,190
Guyana,GUY,1985,520
Haiti,HTI,1985,NA
Honduras,HND,1985,780
Hungary,HUN,1985,NA
Iceland,ISL,1985,11870
Jamaica,JAM,1985,940
Jordan,JOR,1985,1930
Kazakhstan,KAZ,1985,NA
Kenya,KEN,1985,310
Kyrgyz Republic,KGZ,1985,NA
Lao PDR,LAO,1985,NA
Latvia,LVA,1985,NA
Lebanon,LBN,1985,NA
Lesotho,LSO,1985,400
Liberia,LBR,1985,360
Libya,LBY,1985,NA
Lithuania,LTU,1985,NA
Luxembourg,LUX,1985,11020
"Macedonia, FYR",MKD,1985,NA
Malawi,MWI,1985,160
Malaysia,MYS,1985,1930
Mali,MLI,1985,160
Malta,MLT,1985,3690
Mauritania,MRT,1985,380
Moldova,MDA,1985,NA
Mongolia,MNG,1985,1230
Montenegro,MNE,1985,NA
Morocco,MAR,1985,650
Mozambique,MOZ,1985,260
Myanmar,MMR,1985,NA
Namibia,NAM,1985,1380
Nepal,NPL,1985,170
New Zealand,NZL,1985,6950
Nicaragua,NIC,1985,690
Niger,NER,1985,220
Nigeria,NGA,1985,370
Norway,NOR,1985,15710
Pakistan,PAK,1985,370
Panama,PAN,1985,2300
Paraguay,PRY,1985,NA
Peru,PER,1985,870
Philippines,PHL,1985,520
Poland,POL,1985,NA
Portugal,PRT,1985,2530
Romania,ROM,1985,NA
Rwanda,RWA,1985,260
Senegal,SEN,1985,430
Serbia,SRB,1985,NA
Sierra Leone,SLE,1985,260
Slovak Republic,SVK,1985,NA
Slovenia,SVN,1985,NA
Sri Lanka,LKA,1985,380
South Africa,ZAF,1985,2400
Sudan,SDN,1985,400
Suriname,SUR,1985,2250
Swaziland,SWZ,1985,NA
Sweden,SWE,1985,13080
Tajikistan,TJK,1985,NA
Tanzania,TZA,1985,NA
Thailand,THA,1985,790
Togo,TGO,1985,230
Tunisia,TUN,1985,1160
Turkmenistan,TKM,1985,NA
Uganda,UGA,1985,190
Ukraine,UKR,1985,NA
United Arab Emirates,ARE,1985,NA
Uruguay,URY,1985,1510
Uzbekistan,UZB,1985,NA
"Venezuela, RB",VEN,1985,3490
Vietnam,VNM,1985,NA
"Yemen, Rep.",YEM,1985,NA
Zambia,ZMB,1985,350
Zimbabwe,ZWE,1985,740
Argentina,ARG,1986,3020
Australia,AUS,1986,12310
Brazil,BRA,1986,1790
China,CHN,1986,310
France,FRA,1986,11350
Germany,DEU,1986,11250
India,IND,1986,320
Indonesia,IDN,1986,530
Italy,ITA,1986,9350
Japan,JPN,1986,13650
"Korea, Rep.",KOR,1986,2930
Mexico,MEX,1986,1930
Netherlands,NLD,1986,11590
Russian Federation,RUS,1986,NA
Saudi Arabia,SAU,1986,8610
Spain,ESP,1986,5410
Switzerland,CHE,1986,20340
Turkey,TUR,1986,1440
United Kingdom,GBR,1986,9470
United States,USA,1986,19160
Afghanistan,AFG,1986,NA
Algeria,DZA,1986,2560
Albania,ALB,1986,720
Angola,AGO,1986,NA
Armenia,ARM,1986,NA
Austria,AUT,1986,10780
Azerbaijan,AZE,1986,NA
Bangladesh,BGD,1986,240
Belarus,BLR,1986,NA
Belgium,BEL,1986,10200
Belize,BLZ,1986,1340
Benin,BEN,1986,270
Bolivia,BOL,1986,760
Bosnia and Herzegovina,BIH,1986,NA
Botswana,BWA,1986,1050
Bulgaria,BGR,1986,2200
Burkina Faso,BFA,1986,240
Cambodia,KHM,1986,NA
Cameroon,CMR,1986,900
Canada,CAN,1986,14380
Central African Republic,CAF,1986,330
Chad,TCD,1986,210
Chile,CHL,1986,1410
Colombia,COL,1986,1220
"Congo, Rep.",COG,1986,970
Costa Rica,CRI,1986,1830
Cote d'Ivoire,CIV,1986,720
Croatia,HRV,1986,NA
Cuba,CUB,1986,2390
Cyprus,CYP,1986,5090
Czech Republic,CZE,1986,NA
Denmark,DNK,1986,14140
Dominican Republic,DOM,1986,1000
Ecuador,ECU,1986,1790
"Egypt, Arab Rep.",EGY,1986,630
El Salvador,SLV,1986,750
Estonia,EST,1986,NA
Ethiopia,ETH,1986,230
Finland,FIN,1986,13010
"Gambia, The",GMB,1986,310
Gabon,GAB,1986,3850
Georgia,GEO,1986,NA
Ghana,GHA,1986,400
Greece,GRC,1986,5350
Guatemala,GTM,1986,1070
Guinea,GIN,1986,NA
Guinea-Bissau,GNB,1986,150
Guyana,GUY,1986,540
Haiti,HTI,1986,NA
Honduras,HND,1986,830
Hungary,HUN,1986,NA
Iceland,ISL,1986,14170
Jamaica,JAM,1986,960
Jordan,JOR,1986,2120
Kazakhstan,KAZ,1986,NA
Kenya,KEN,1986,340
Kyrgyz Republic,KGZ,1986,NA
Lao PDR,LAO,1986,560
Latvia,LVA,1986,NA
Lebanon,LBN,1986,NA
Lesotho,LSO,1986,390
Liberia,LBR,1986,350
Libya,LBY,1986,NA
Lithuania,LTU,1986,NA
Luxembourg,LUX,1986,13110
"Macedonia, FYR",MKD,1986,NA
Malawi,MWI,1986,150
Malaysia,MYS,1986,1880
Mali,MLI,1986,200
Malta,MLT,1986,4000
Mauritania,MRT,1986,400
Moldova,MDA,1986,NA
Mongolia,MNG,1986,1350
Montenegro,MNE,1986,NA
Morocco,MAR,1986,740
Mozambique,MOZ,1986,310
Myanmar,MMR,1986,NA
Namibia,NAM,1986,1390
Nepal,NPL,1986,180
New Zealand,NZL,1986,7860
Nicaragua,NIC,1986,760
Niger,NER,1986,250
Nigeria,NGA,1986,280
Norway,NOR,1986,17550
Pakistan,PAK,1986,360
Panama,PAN,1986,2340
Paraguay,PRY,1986,NA
Peru,PER,1986,880
Philippines,PHL,1986,540
Poland,POL,1986,NA
Portugal,PRT,1986,3080
Romania,ROM,1986,NA
Rwanda,RWA,1986,300
Senegal,SEN,1986,500
Serbia,SRB,1986,NA
Sierra Leone,SLE,1986,190
Slovak Republic,SVK,1986,NA
Slovenia,SVN,1986,NA
Sri Lanka,LKA,1986,410
South Africa,ZAF,1986,2360
Sudan,SDN,1986,550
Suriname,SUR,1986,2310
Swaziland,SWZ,1986,NA
Sweden,SWE,1986,15330
Tajikistan,TJK,1986,NA
Tanzania,TZA,1986,NA
Thailand,THA,1986,830
Togo,TGO,1986,250
Tunisia,TUN,1986,1140
Turkmenistan,TKM,1986,NA
Uganda,UGA,1986,250
Ukraine,UKR,1986,NA
United Arab Emirates,ARE,1986,NA
Uruguay,URY,1986,1780
Uzbekistan,UZB,1986,NA
"Venezuela, RB",VEN,1986,3410
Vietnam,VNM,1986,NA
"Yemen, Rep.",YEM,1986,NA
Zambia,ZMB,1986,260
Zimbabwe,ZWE,1986,690
Argentina,ARG,1987,3600
Australia,AUS,1987,12560
Brazil,BRA,1987,2040
China,CHN,1987,320
France,FRA,1987,14490
Germany,DEU,1987,14250
India,IND,1987,360
Indonesia,IDN,1987,520
Italy,ITA,1987,12120
Japan,JPN,1987,17800
"Korea, Rep.",KOR,1987,3600
Mexico,MEX,1987,1900
Netherlands,NLD,1987,14590
Russian Federation,RUS,1987,NA
Saudi Arabia,SAU,1987,7580
Spain,ESP,1987,7120
Switzerland,CHE,1987,25630
Turkey,TUR,1987,1740
United Kingdom,GBR,1987,11770
United States,USA,1987,21460
Afghanistan,AFG,1987,NA
Algeria,DZA,1987,2770
Albania,ALB,1987,760
Angola,AGO,1987,810
Armenia,ARM,1987,NA
Austria,AUT,1987,13760
Azerbaijan,AZE,1987,NA
Bangladesh,BGD,1987,270
Belarus,BLR,1987,NA
Belgium,BEL,1987,13140
Belize,BLZ,1987,1580
Benin,BEN,1987,310
Bolivia,BOL,1987,730
Bosnia and Herzegovina,BIH,1987,NA
Botswana,BWA,1987,1220
Bulgaria,BGR,1987,2750
Burkina Faso,BFA,1987,270
Cambodia,KHM,1987,NA
Cameroon,CMR,1987,1010
Canada,CAN,1987,16110
Central African Republic,CAF,1987,400
Chad,TCD,1987,210
Chile,CHL,1987,1560
Colombia,COL,1987,1240
"Congo, Rep.",COG,1987,1040
Costa Rica,CRI,1987,2090
Cote d'Ivoire,CIV,1987,800
Croatia,HRV,1987,NA
Cuba,CUB,1987,2490
Cyprus,CYP,1987,6450
Czech Republic,CZE,1987,NA
Denmark,DNK,1987,17870
Dominican Republic,DOM,1987,930
Ecuador,ECU,1987,1660
"Egypt, Arab Rep.",EGY,1987,780
El Salvador,SLV,1987,810
Estonia,EST,1987,NA
Ethiopia,ETH,1987,280
Finland,FIN,1987,16480
"Gambia, The",GMB,1987,330
Gabon,GAB,1987,3430
Georgia,GEO,1987,NA
Ghana,GHA,1987,420
Greece,GRC,1987,6130
Guatemala,GTM,1987,1020
Guinea,GIN,1987,NA
Guinea-Bissau,GNB,1987,170
Guyana,GUY,1987,470
Haiti,HTI,1987,NA
Honduras,HND,1987,930
Hungary,HUN,1987,NA
Iceland,ISL,1987,19000
Jamaica,JAM,1987,1180
Jordan,JOR,1987,2340
Kazakhstan,KAZ,1987,NA
Kenya,KEN,1987,380
Kyrgyz Republic,KGZ,1987,NA
Lao PDR,LAO,1987,430
Latvia,LVA,1987,NA
Lebanon,LBN,1987,NA
Lesotho,LSO,1987,420
Liberia,LBR,1987,360
Libya,LBY,1987,NA
Lithuania,LTU,1987,NA
Luxembourg,LUX,1987,16870
"Macedonia, FYR",MKD,1987,NA
Malawi,MWI,1987,150
Malaysia,MYS,1987,1960
Mali,MLI,1987,240
Malta,MLT,1987,4930
Mauritania,MRT,1987,440
Moldova,MDA,1987,NA
Mongolia,MNG,1987,1520
Montenegro,MNE,1987,NA
Morocco,MAR,1987,820
Mozambique,MOZ,1987,280
Myanmar,MMR,1987,NA
Namibia,NAM,1987,1650
Nepal,NPL,1987,190
New Zealand,NZL,1987,10010
Nicaragua,NIC,1987,860
Niger,NER,1987,280
Nigeria,NGA,1987,240
